date,dispersion,mean_ratio,range,regime,level_regime
2025-08-27,0.08896426151879816,0.24472664180294615,0.2790656842690224,diverged,mid
2025-08-28,0.09231106090076911,0.2510618467773973,0.2943426444646484,diverged,mid
2025-08-29,0.09350362977947614,0.25878911422327106,0.3062853216704835,diverged,mid
2025-09-02,0.09390567814579592,0.2627653465930573,0.31588539666774773,diverged,mid
2025-09-03,0.09639342396054952,0.26782135095675447,0.3313406012218042,diverged,mid
2025-09-04,0.10163992686466235,0.27582311763949724,0.3532403470456007,diverged,mid
2025-09-05,0.10694248704988928,0.28516033637294,0.3722901471788452,diverged,mid
2025-09-08,0.10984901338100968,0.2885023114156659,0.3879050010749491,diverged,mid
2025-09-09,0.10965132243035292,0.29074338010983664,0.38829295937298725,diverged,mid
2025-09-10,0.10718040480421612,0.2909940060921357,0.38075998846792336,diverged,mid
2025-09-11,0.10645970693905661,0.29527423008755754,0.3788897079516004,diverged,mid
2025-09-12,0.10270254451281884,0.29384396131076984,0.37240071348550663,diverged,mid
2025-09-15,0.09999269184232566,0.29360581277998266,0.3640703161474757,diverged,mid
2025-09-16,0.0990002278184241,0.2951159212647718,0.3577617623956907,diverged,mid
2025-09-17,0.09712075633297684,0.2977292509072673,0.3450283978337032,diverged,mid
2025-09-18,0.09691539423969367,0.30171832001826,0.3399605478494362,diverged,mid
2025-09-19,0.09654113450072349,0.30159300171876,0.330556591978009,diverged,mid
2025-09-22,0.09613782672059103,0.30115416932418515,0.3147618803605126,diverged,mid
2025-09-23,0.09652832493067603,0.2999306474021001,0.3105465418138631,diverged,mid
2025-09-24,0.09723216235528694,0.2973214221563153,0.31432423847939606,diverged,mid
2025-09-25,0.097114544647178,0.28655535822431694,0.3258016219466858,diverged,mid
2025-09-26,0.09992377433332646,0.28395497960259125,0.3450221080546492,diverged,mid
2025-09-29,0.100459431121748,0.2792604238421062,0.3550799008042861,diverged,mid
2025-09-30,0.10068800659232584,0.27659830184903855,0.36338542175360883,diverged,mid
2025-10-01,0.10280142334018591,0.27473630948368083,0.37548135113975695,diverged,mid
2025-10-02,0.10495687646754272,0.26767827055096427,0.38941837245613087,diverged,mid
2025-10-03,0.10653336736997732,0.26518010992491486,0.3993731981839703,diverged,mid
2025-10-06,0.10763988795856604,0.2623897412616133,0.4057796838551619,diverged,mid
2025-10-07,0.11056156549185792,0.25859808587821126,0.41791887459356514,diverged,mid
2025-10-08,0.11536342749181021,0.25940712014803924,0.43178572230597567,diverged,mid
